coset,d,k,n,diameter,last_layer_size,total_states,growth,central
6Different,3,2,11,49,11,55440,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 160, 178, 203, 260, 334, 422, 531, 644, 727, 793, 866, 962, 1111, 1314, 1533, 1741, 1918, 2075, 2180, 2204, 2269, 2472, 2780, 3059, 3238, 3323, 3207, 2965, 2680, 2354, 1976, 1558, 1128, 790, 560, 285, 100, 33, 11]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,3,2,12,20,1,1296,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 165, 164, 147, 85, 35, 20, 14, 8, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,13,64,26,154440,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 210, 265, 327, 390, 462, 551, 653, 764, 891, 1056, 1248, 1439, 1625, 1766, 1894, 2103, 2371, 2663, 2990, 3316, 3591, 3745, 3853, 4046, 4346, 4703, 5046, 5372, 5754, 6100, 6435, 6781, 6977, 6921, 6703, 6349, 5894, 5634, 5377, 4950, 4365, 3669, 2879, 2075, 1541, 1204, 918, 646, 401, 226, 90, 26]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,14,37,1,17640,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 268, 331, 395, 469, 554, 640, 721, 797, 889, 1034, 1211, 1390, 1439, 1353, 1162, 1045, 929, 773, 534, 322, 167, 116, 50, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,15,79,6,360360,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 269, 334, 399, 474, 565, 658, 743, 825, 903, 998, 1148, 1380, 1671, 1986, 2333, 2640, 2862, 3047, 3254, 3547, 3945, 4420, 4916, 5396, 5829, 6121, 6274, 6384, 6578, 6941, 7431, 8031, 8731, 9365, 9858, 10213, 10619, 11207, 11894, 12628, 13104, 13286, 13130, 12799, 12284, 11712, 11440, 11268, 11089, 10684, 9911, 8781, 7299, 5934, 4821, 3862, 3063, 2467, 1896, 1428, 1060, 675, 334, 119, 41, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,16,30,4,6144,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 269, 335, 402, 468, 522, 548, 547, 518, 466, 383, 268, 168, 92, 57, 32, 15, 4]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,17,97,6,742560,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 269, 335, 403, 481, 574, 670, 760, 850, 949, 1055, 1161, 1294, 1437, 1579, 1805, 2130, 2493, 2886, 3342, 3832, 4296, 4732, 5134, 5503, 5890, 6337, 6831, 7265, 7725, 8285, 8870, 9557, 10366, 11215, 11908, 12411, 12809, 13228, 13693, 14193, 14656, 15123, 15677, 16322, 17175, 18161, 19202, 20255, 21253, 21971, 22439, 22732, 22725, 22228, 21454, 20769, 20053, 19268, 18662, 18252, 17897, 17357, 16466, 15172, 13687, 12164, 10587, 8996, 7477, 6109, 4827, 3818, 3017, 2319, 1785, 1243, 743, 405, 184, 112, 89, 78, 42, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,18,53,4,72576,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 269, 335, 403, 482, 577, 674, 765, 857, 959, 1066, 1186, 1321, 1447, 1572, 1755, 1984, 2214, 2453, 2751, 3151, 3614, 4032, 4343, 4370, 4094, 3745, 3501, 3196, 2896, 2675, 2401, 2097, 1653, 1073, 680, 440, 285, 149, 57, 4]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,19,112,3,1395360,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 269, 335, 403, 482, 578, 677, 769, 862, 966, 1080, 1209, 1363, 1496, 1624, 1828, 2072, 2292, 2496, 2719, 2996, 3380, 3925, 4649, 5500, 6340, 7013, 7458, 7661, 7887, 8404, 9205, 10215, 11253, 12097, 12605, 12889, 13188, 13689, 14566, 15778, 17181, 18590, 19774, 20681, 21403, 21910, 22388, 22837, 23096, 23358, 23858, 24757, 25844, 27092, 28459, 30022, 31826, 33808, 35721, 37110, 37681, 37501, 36657, 35281, 34064, 33312, 32903, 32766, 32635, 32404, 32100, 31545, 30520, 29252, 27391, 24949, 22480, 20502, 18795, 16968, 14907, 12412, 10044, 7957, 6302, 4997, 3914, 3038, 2424, 1824, 1248, 746, 359, 185, 120, 105, 64, 22, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,2,20,41,5,20000,"[1, 3, 6, 12, 20, 30, 44, 62, 83, 105, 130, 161, 182, 211, 269, 335, 403, 482, 578, 678, 772, 866, 967, 1052, 1128, 1197, 1228, 1206, 1214, 1230, 1198, 1133, 988, 751, 482, 274, 162, 127, 113, 85, 27, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,9,37,1,15120,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 146, 176, 213, 260, 312, 368, 417, 483, 602, 709, 827, 961, 1079, 1144, 1142, 1113, 1045, 927, 775, 693, 551, 372, 227, 106, 51, 31, 15, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,3,3,10,12,1,320,"[1, 3, 6, 12, 20, 30, 44, 63, 64, 42, 24, 10, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,3,3,11,55,2,55440,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 198, 215, 232, 288, 367, 468, 584, 658, 696, 776, 900, 1038, 1154, 1224, 1315, 1496, 1745, 1964, 2164, 2332, 2431, 2543, 2667, 2776, 2778, 2650, 2506, 2423, 2359, 2269, 2138, 1924, 1575, 1200, 883, 645, 427, 266, 222, 164, 51, 20, 18, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,3,3,12,64,12,95040,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 195, 202, 206, 247, 323, 430, 553, 652, 750, 837, 914, 1011, 1133, 1243, 1310, 1410, 1587, 1839, 2092, 2347, 2595, 2824, 3072, 3325, 3482, 3495, 3498, 3530, 3635, 3809, 3908, 3894, 3751, 3593, 3400, 3276, 3243, 3227, 3064, 2646, 2159, 1687, 1262, 916, 558, 373, 305, 279, 154, 52, 26, 20, 12]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,13,72,1,154440,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 204, 205, 236, 284, 370, 491, 602, 746, 891, 1002, 1077, 1131, 1178, 1261, 1410, 1606, 1814, 2041, 2311, 2541, 2741, 2892, 2986, 3137, 3433, 3893, 4350, 4674, 4869, 4958, 5100, 5352, 5628, 5856, 5881, 5547, 5079, 4861, 4908, 5029, 5120, 5115, 5073, 4811, 4388, 3683, 2987, 2429, 1882, 1469, 1192, 986, 822, 525, 273, 115, 53, 39, 17, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,14,82,14,240240,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 208, 240, 290, 361, 458, 539, 665, 838, 1000, 1127, 1246, 1359, 1410, 1392, 1380, 1530, 1850, 2257, 2640, 2946, 3128, 3219, 3221, 3161, 3095, 3134, 3476, 4127, 5014, 5955, 6699, 7130, 7328, 7416, 7397, 7228, 6930, 6800, 7029, 7556, 8200, 8588, 8570, 8251, 7748, 7237, 6924, 6589, 6140, 5741, 5435, 4964, 4218, 3689, 3131, 2603, 2113, 1715, 1408, 1120, 723, 446, 315, 222, 131, 71, 38, 27, 14]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,15,21,3,2430,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 208, 227, 253, 266, 234, 120, 29, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,16,103,2,524160,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 209, 244, 297, 373, 470, 542, 645, 771, 889, 987, 1076, 1214, 1356, 1515, 1723, 1971, 2149, 2168, 2211, 2410, 2745, 3110, 3412, 3648, 3896, 4216, 4555, 4837, 4984, 5178, 5610, 6112, 6576, 6995, 7433, 7887, 8300, 8810, 9523, 10344, 11013, 11414, 11776, 12171, 12413, 12437, 12434, 12741, 13322, 13829, 14189, 14213, 13940, 13804, 14027, 14396, 14338, 14048, 13466, 12820, 12392, 11995, 11630, 11120, 10367, 9367, 8247, 7242, 6268, 5275, 4363, 3843, 3516, 3163, 2730, 2273, 1729, 1214, 787, 465, 228, 170, 176, 147, 82, 36, 30, 22, 9, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,17,111,6,742560,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 209, 244, 298, 376, 474, 550, 650, 780, 902, 995, 1076, 1147, 1219, 1322, 1505, 1821, 2101, 2325, 2555, 2734, 2921, 3140, 3354, 3568, 3775, 4076, 4557, 5142, 5642, 6004, 6255, 6432, 6690, 6977, 7224, 7407, 7577, 7919, 8462, 9153, 10111, 11375, 12802, 14126, 15034, 15367, 15413, 15371, 15094, 14893, 15084, 15668, 16349, 16936, 17433, 17668, 17679, 17489, 17167, 17078, 17312, 17633, 17799, 17993, 18048, 17900, 17509, 17031, 16408, 15833, 15149, 13991, 12439, 10970, 9544, 8413, 7586, 6868, 6304, 5939, 5377, 4639, 3708, 2723, 1946, 1417, 977, 677, 426, 311, 279, 257, 180, 81, 41, 33, 28, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,18,118,2,1028160,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 209, 244, 298, 377, 477, 554, 658, 785, 911, 1009, 1094, 1185, 1217, 1251, 1346, 1584, 1859, 2107, 2502, 2908, 3207, 3449, 3585, 3654, 3786, 4020, 4382, 4864, 5412, 5978, 6512, 6982, 7280, 7384, 7432, 7487, 7643, 7902, 8237, 8785, 9623, 10709, 11886, 12899, 13630, 14334, 15324, 16523, 17705, 18722, 19280, 19280, 19084, 19132, 19514, 19704, 19730, 20010, 20650, 21605, 22660, 23659, 24205, 24373, 24241, 24036, 23819, 23392, 22895, 22401, 22004, 21690, 21409, 21093, 20791, 20404, 19941, 19097, 17698, 15999, 14485, 13252, 12062, 10802, 9562, 8526, 7769, 7025, 6084, 5053, 4291, 3548, 2627, 1863, 1254, 823, 635, 549, 440, 298, 185, 121, 71, 36, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,19,130,6,1395360,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 209, 244, 298, 377, 478, 557, 662, 793, 916, 1018, 1108, 1204, 1265, 1286, 1354, 1532, 1714, 1886, 2226, 2700, 3139, 3537, 3853, 4058, 4156, 4176, 4223, 4490, 5071, 5806, 6392, 6777, 7112, 7443, 7698, 7915, 8049, 8171, 8457, 9104, 10078, 11125, 12109, 12935, 13624, 14210, 14594, 14779, 15011, 15597, 16711, 18383, 20131, 21649, 22710, 23371, 23866, 24192, 24453, 24619, 24888, 25549, 26925, 28670, 29825, 30380, 30681, 30422, 29721, 28884, 28013, 27132, 26677, 26837, 27454, 28326, 29180, 29641, 29784, 29737, 29400, 28316, 26902, 25658, 24423, 22371, 19895, 17846, 16142, 14466, 12950, 11422, 10231, 9597, 9335, 9022, 8348, 7471, 6341, 5000, 3771, 2843, 2109, 1609, 1303, 960, 679, 442, 330, 258, 196, 120, 76, 54, 36, 15, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,3,20,31,19,10240,"[1, 3, 6, 12, 20, 30, 44, 63, 84, 111, 145, 170, 196, 205, 209, 244, 298, 377, 478, 558, 665, 787, 859, 872, 844, 793, 715, 595, 429, 285, 123, 19]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,9,16,8,648,"[1, 3, 5, 8, 12, 17, 25, 37, 54, 67, 79, 86, 90, 76, 53, 27, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,3,4,10,25,1,2400,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 87, 119, 150, 193, 241, 264, 257, 247, 210, 169, 109, 69, 35, 16, 7, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,3,4,11,53,5,55440,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 149, 178, 196, 243, 303, 362, 421, 476, 513, 572, 691, 842, 996, 1146, 1336, 1524, 1672, 1819, 1943, 1985, 2010, 2112, 2288, 2539, 2780, 2935, 2997, 2969, 2893, 2731, 2406, 1995, 1691, 1421, 1161, 951, 723, 508, 327, 142, 53, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,3,4,12,14,1,384,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 60, 62, 51, 34, 16, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,13,74,7,154440,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 167, 199, 247, 275, 312, 388, 492, 608, 697, 768, 854, 934, 1057, 1170, 1248, 1314, 1380, 1473, 1639, 1899, 2232, 2584, 2874, 3082, 3269, 3474, 3671, 3859, 4048, 4193, 4257, 4290, 4432, 4657, 4992, 5379, 5669, 5869, 5867, 5708, 5485, 5293, 5195, 4972, 4600, 4126, 3723, 3373, 2988, 2590, 2417, 2216, 1863, 1398, 928, 518, 248, 118, 65, 41, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,14,44,3,17640,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 162, 181, 212, 227, 251, 314, 409, 527, 659, 744, 797, 858, 922, 1005, 1055, 1064, 1032, 961, 906, 874, 819, 718, 660, 556, 416, 265, 151, 83, 45, 15, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,15,38,1,12000,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 163, 182, 209, 216, 231, 272, 344, 444, 567, 695, 820, 922, 1014, 1036, 965, 872, 757, 594, 419, 269, 161, 66, 26, 6, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,16,54,6,37632,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 163, 183, 211, 218, 231, 268, 323, 409, 515, 625, 754, 882, 1034, 1189, 1306, 1344, 1343, 1329, 1346, 1432, 1543, 1675, 1845, 1972, 1991, 1926, 1859, 1755, 1555, 1291, 1096, 914, 757, 579, 435, 306, 161, 74, 27, 11, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,17,117,3,742560,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 163, 183, 212, 220, 233, 271, 328, 402, 497, 589, 698, 826, 971, 1104, 1258, 1384, 1540, 1652, 1702, 1717, 1677, 1803, 2127, 2537, 2953, 3301, 3581, 3763, 3801, 3762, 3702, 3630, 3527, 3577, 3944, 4582, 5424, 6371, 7308, 8135, 8735, 9164, 9579, 9950, 10060, 9969, 9894, 9981, 10294, 10944, 11894, 13070, 14107, 14619, 14590, 14334, 13985, 13486, 13060, 13006, 13254, 13824, 14711, 15873, 17093, 18137, 18904, 19306, 19320, 18901, 18158, 17230, 16366, 15533, 14653, 13972, 13665, 13703, 13817, 13453, 12765, 11475, 10281, 9230, 8143, 7089, 6151, 5348, 4635, 3914, 3235, 2509, 1859, 1367, 1031, 777, 635, 490, 384, 255, 136, 39, 11, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,18,26,2,2916,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 163, 183, 212, 218, 224, 242, 258, 251, 223, 124, 50, 17, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,19,138,1,1395360,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 163, 183, 212, 221, 236, 275, 333, 412, 506, 591, 686, 782, 898, 996, 1060, 1134, 1266, 1438, 1615, 1810, 2040, 2259, 2432, 2469, 2539, 2767, 3059, 3348, 3617, 3876, 4086, 4260, 4481, 4761, 5097, 5398, 5623, 5928, 6330, 6742, 7143, 7463, 7710, 7974, 8328, 8860, 9538, 10370, 11388, 12438, 13224, 13739, 14078, 14465, 14941, 15402, 15863, 16377, 17075, 17916, 18686, 19417, 20024, 20424, 20557, 20623, 20823, 21262, 21817, 22364, 22833, 23080, 23237, 23670, 24497, 25558, 26644, 27670, 28332, 28618, 28546, 28192, 27926, 27540, 26973, 26347, 25792, 25433, 25133, 24798, 24607, 24475, 23894, 22806, 21711, 20660, 19676, 18402, 17202, 15816, 14213, 12780, 11572, 10759, 10325, 9998, 9492, 8528, 7195, 5631, 4266, 3184, 2398, 1808, 1476, 1268, 1058, 871, 673, 425, 248, 106, 38, 12, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,3,4,20,78,9,129600,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 66, 88, 122, 147, 166, 163, 183, 212, 221, 236, 276, 335, 414, 509, 598, 690, 790, 907, 999, 1059, 1068, 1134, 1236, 1353, 1537, 1775, 2078, 2411, 2606, 2663, 2766, 2956, 3146, 3308, 3468, 3589, 3691, 3867, 4105, 4395, 4660, 4742, 4637, 4579, 4634, 4600, 4442, 4211, 3945, 3671, 3358, 2992, 2673, 2487, 2355, 2175, 1960, 1660, 1339, 1074, 779, 521, 290, 119, 57, 37, 39, 40, 22, 9]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,9,24,24,15120,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 216, 309, 443, 609, 787, 970, 1136, 1307, 1512, 1750, 1838, 1736, 1282, 614, 181, 24]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,4,1,10,17,2,2400,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 299, 384, 390, 341, 230, 100, 33, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,4,1,11,34,3,55440,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 417, 541, 662, 801, 991, 1258, 1580, 1915, 2281, 2696, 3070, 3459, 3951, 4479, 4872, 5061, 5030, 4551, 3520, 2070, 901, 338, 70, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,4,1,12,23,2,7200,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 546, 673, 780, 880, 903, 872, 633, 370, 150, 39, 11, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,13,44,1,154440,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 678, 821, 1002, 1234, 1489, 1731, 1956, 2314, 2782, 3339, 3982, 4594, 5222, 5917, 6699, 7639, 8742, 9710, 10374, 10729, 10964, 11117, 10860, 9771, 7695, 5204, 3212, 1782, 753, 202, 37, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,14,28,9,17640,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 826, 1013, 1244, 1468, 1659, 1728, 1786, 1736, 1515, 1081, 631, 257, 90, 30, 9]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,15,53,15,360360,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 827, 1018, 1257, 1522, 1784, 2038, 2382, 2758, 3198, 3680, 4115, 4574, 5168, 6049, 7146, 8354, 9455, 10475, 11700, 13137, 14740, 16291, 17808, 19174, 20102, 20604, 20997, 21399, 21390, 20269, 18188, 15275, 11752, 8225, 5415, 3189, 1594, 599, 130, 15]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,16,35,2,37632,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 827, 1019, 1262, 1533, 1796, 2047, 2372, 2698, 2974, 3228, 3303, 3119, 2749, 2321, 1802, 1129, 536, 217, 85, 33, 13, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,17,64,8,742560,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 827, 1019, 1263, 1538, 1807, 2071, 2436, 2851, 3311, 3797, 4282, 4763, 5263, 5863, 6620, 7548, 8426, 9287, 10284, 11653, 13393, 15162, 17083, 19092, 21311, 23501, 25490, 27392, 29581, 31620, 33337, 34689, 35789, 36694, 37230, 37171, 36649, 35181, 32551, 28615, 23464, 17812, 12887, 8727, 5435, 3029, 1506, 518, 137, 30, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,18,42,3,72576,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 827, 1019, 1263, 1539, 1812, 2082, 2448, 2870, 3317, 3797, 4187, 4513, 4836, 5111, 5287, 5342, 5152, 4583, 3678, 2650, 1778, 1000, 463, 221, 128, 70, 26, 7, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,19,73,7,1395360,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 827, 1019, 1263, 1539, 1813, 2087, 2459, 2884, 3365, 3890, 4395, 4883, 5450, 6132, 6930, 7822, 8684, 9491, 10234, 11075, 12130, 13455, 15052, 16831, 18691, 20598, 22940, 25582, 28582, 31711, 34995, 38333, 41380, 43912, 46350, 48649, 51212, 53658, 55919, 57817, 59414, 60307, 60779, 60930, 60397, 58563, 54640, 48868, 41975, 34162, 26215, 19418, 13909, 9156, 5404, 2808, 1231, 439, 132, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,1,20,47,12,129600,"[1, 3, 6, 12, 22, 39, 65, 103, 155, 215, 302, 418, 547, 679, 827, 1019, 1263, 1539, 1813, 2088, 2464, 2895, 3377, 3911, 4416, 4912, 5412, 6009, 6678, 7388, 7871, 8104, 8213, 8134, 7976, 7427, 6700, 5755, 4381, 2903, 1707, 926, 455, 218, 121, 73, 46, 12]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,9,25,3,15120,"[1, 3, 6, 12, 21, 34, 53, 85, 143, 228, 351, 509, 682, 852, 1013, 1202, 1405, 1608, 1747, 1742, 1550, 1104, 555, 190, 21, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,4,2,10,17,6,2400,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 203, 292, 347, 369, 351, 281, 147, 54, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,4,2,11,34,3,55440,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 540, 717, 943, 1226, 1552, 1917, 2284, 2656, 3000, 3388, 3779, 4137, 4446, 4638, 4756, 4557, 3944, 2897, 1706, 799, 263, 54, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,4,2,12,23,1,7200,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 534, 681, 793, 879, 895, 863, 684, 395, 159, 63, 15, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,13,43,9,154440,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 702, 884, 1089, 1324, 1611, 1975, 2408, 2877, 3464, 4054, 4619, 5200, 5836, 6517, 7279, 8101, 8851, 9506, 10161, 10768, 11169, 10983, 10080, 8471, 6249, 4097, 2462, 1334, 487, 97, 9]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,14,28,1,17640,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 890, 1105, 1325, 1537, 1721, 1844, 1868, 1710, 1394, 970, 505, 216, 60, 15, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,15,53,1,360360,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 891, 1111, 1360, 1650, 1985, 2342, 2700, 3121, 3560, 4072, 4716, 5534, 6447, 7365, 8300, 9282, 10296, 11368, 12548, 13927, 15261, 16529, 17826, 19274, 20596, 21474, 21834, 21660, 20631, 18597, 15918, 12778, 9450, 6407, 3932, 2099, 791, 213, 35, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,16,34,1,37632,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 891, 1112, 1366, 1666, 2001, 2344, 2666, 2979, 3177, 3277, 3230, 3083, 2720, 2033, 1353, 754, 339, 119, 34, 8, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,17,62,6,742560,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 891, 1112, 1367, 1672, 2022, 2391, 2759, 3205, 3675, 4154, 4674, 5289, 5942, 6656, 7497, 8519, 9688, 10942, 12239, 13726, 15232, 16776, 18519, 20489, 22374, 24149, 25958, 28015, 30289, 32535, 34635, 36370, 37537, 38043, 37956, 37113, 35491, 32874, 29048, 24109, 18873, 13858, 9579, 6312, 3472, 1465, 478, 106, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
