coset,d,k,n,diameter,last_layer_size,total_states,growth,central
8Different,5,1,17,116,7,98017920,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 1000, 1313, 1677, 2056, 2484, 3028, 3735, 4612, 5595, 6637, 7822, 9280, 11086, 13345, 16251, 20018, 24844, 30864, 38173, 46906, 57034, 68239, 80424, 94201, 110208, 128186, 147530, 168157, 190200, 213646, 238759, 266211, 296678, 330664, 368145, 408005, 448704, 489616, 530865, 572959, 617716, 668466, 728444, 799261, 881775, 976568, 1083522, 1202879, 1335173, 1478505, 1628685, 1780868, 1930830, 2075205, 2212819, 2346681, 2482079, 2625177, 2775881, 2931381, 3087162, 3236591, 3367741, 3467067, 3523659, 3537892, 3516382, 3463417, 3385737, 3282176, 3147369, 2980232, 2789991, 2584658, 2365516, 2131599, 1889569, 1651290, 1423093, 1198278, 975588, 770295, 594302, 451088, 337056, 247153, 178612, 128377, 92304, 65209, 44817, 30335, 19994, 12647, 7677, 4331, 2454, 1345, 672, 322, 140, 56, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,1,18,67,2,3048192,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 1000, 1313, 1677, 2057, 2488, 3035, 3744, 4624, 5611, 6656, 7833, 9241, 10900, 12849, 15239, 18241, 21969, 26539, 32169, 39271, 48331, 59531, 72516, 86654, 101580, 116986, 131745, 145172, 158016, 170814, 182998, 191757, 195202, 194355, 187843, 173687, 152359, 126662, 99528, 74436, 53681, 36780, 24268, 15593, 9150, 5011, 2596, 1179, 442, 144, 40, 18, 12, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,1,19,138,28,253955520,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 1000, 1313, 1677, 2057, 2489, 3039, 3751, 4633, 5623, 6672, 7854, 9270, 10938, 12869, 15140, 17844, 21036, 24749, 29116, 34489, 41352, 50104, 61052, 74649, 91325, 110920, 132689, 156155, 181590, 209255, 239179, 271955, 308071, 346794, 387171, 429170, 473465, 521284, 574246, 633392, 698125, 766458, 836655, 908349, 982271, 1059165, 1138291, 1218756, 1303087, 1395710, 1498929, 1614215, 1745157, 1895891, 2070720, 2273698, 2504747, 2758599, 3027665, 3304885, 3585648, 3864372, 4137580, 4406064, 4674389, 4945050, 5218821, 5497685, 5787565, 6088149, 6395775, 6701158, 6992450, 7262218, 7487303, 7656741, 7771807, 7835879, 7846084, 7795469, 7677318, 7505059, 7287796, 7026191, 6721376, 6386092, 6028275, 5661811, 5283683, 4896002, 4494874, 4064083, 3605289, 3135559, 2682507, 2257547, 1871189, 1527875, 1227639, 971027, 760907, 593795, 460247, 355013, 272865, 208727, 156032, 114481, 82368, 58195, 41051, 28181, 18216, 11686, 7591, 4928, 2937, 1560, 771, 491, 310, 170, 101, 72, 28]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,1,20,50,4,320000,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 1000, 1313, 1677, 2057, 2489, 3040, 3755, 4640, 5632, 6680, 7747, 8967, 10419, 11979, 13707, 15348, 17066, 18686, 19988, 20770, 20835, 20914, 20021, 19075, 17405, 14835, 10698, 7223, 4572, 2688, 1394, 496, 131, 59, 31, 11, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,9,37,4,181440,"[1, 3, 6, 12, 22, 40, 68, 105, 156, 225, 315, 434, 593, 802, 1070, 1410, 1843, 2398, 3101, 3966, 5002, 6234, 7697, 9336, 11099, 13037, 14993, 16612, 17580, 17180, 15846, 13061, 9086, 5254, 2272, 515, 62, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7]"
8Different,5,2,10,11,1,320,"[1, 3, 6, 12, 22, 40, 65, 87, 45, 27, 11, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,5,2,11,60,2,1663200,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 440, 580, 767, 1014, 1328, 1708, 2162, 2706, 3374, 4203, 5182, 6314, 7664, 9323, 11279, 13408, 15786, 18670, 22221, 26504, 31535, 37209, 43232, 49463, 56169, 63528, 71259, 79010, 86701, 93882, 99764, 104085, 106026, 105655, 102437, 94289, 81067, 65961, 51255, 36799, 23784, 13585, 6706, 2649, 881, 305, 121, 26, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,5,2,12,70,1,3991680,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 334, 446, 597, 801, 1076, 1424, 1848, 2370, 2966, 3673, 4610, 5771, 7115, 8691, 10553, 12673, 15057, 17878, 21250, 25084, 29375, 34479, 40651, 47747, 55621, 64169, 73169, 82440, 91861, 101250, 110664, 120661, 131885, 144646, 158936, 173549, 187221, 197731, 205037, 210381, 213779, 211616, 203468, 190899, 173678, 152345, 127636, 101246, 76105, 54475, 36194, 21830, 11859, 6081, 2679, 935, 257, 46, 12, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,5,2,13,80,2,8648640,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 567, 731, 961, 1277, 1686, 2208, 2806, 3477, 4340, 5452, 6779, 8305, 10022, 11917, 14047, 16578, 19706, 23441, 27490, 31648, 36157, 41561, 48486, 57285, 67637, 78795, 90269, 102015, 114209, 127274, 141520, 156741, 172621, 189090, 206176, 223831, 242962, 264657, 288926, 314088, 338949, 363756, 386805, 404471, 415107, 418006, 413664, 403094, 385779, 361822, 330954, 294102, 252733, 208786, 165259, 122887, 87618, 59851, 36985, 20249, 10120, 4919, 2088, 811, 308, 121, 36, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,5,2,14,90,5,17297280,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 720, 913, 1156, 1475, 1922, 2481, 3144, 3986, 5026, 6255, 7699, 9375, 11245, 13234, 15383, 17906, 21078, 25099, 29877, 34957, 39978, 44903, 49821, 55166, 61634, 69959, 81079, 95460, 112472, 131016, 150162, 169207, 188017, 207189, 227395, 249158, 272357, 297202, 323598, 351166, 379615, 409096, 439946, 472298, 506148, 542432, 582481, 627819, 675597, 718791, 751849, 771084, 773950, 762725, 739994, 706022, 665644, 619202, 564464, 502597, 431686, 355751, 278963, 211113, 155205, 108544, 70824, 41805, 22043, 10315, 4301, 1750, 726, 327, 87, 25, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,15,26,15,9720,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 721, 852, 979, 1014, 903, 741, 655, 583, 450, 328, 203, 90, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,16,113,41,57657600,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 721, 917, 1157, 1444, 1800, 2183, 2578, 3086, 3761, 4627, 5799, 7394, 9374, 11621, 14140, 17071, 20509, 24313, 28194, 32137, 36592, 42096, 48854, 56645, 65073, 73787, 82258, 90053, 97499, 105496, 115040, 126885, 141495, 159267, 180415, 204878, 232540, 263553, 298185, 336131, 376241, 417103, 458085, 499466, 541829, 586223, 633366, 683296, 736048, 791290, 849023, 909658, 973452, 1040240, 1109759, 1181385, 1254454, 1330098, 1409318, 1491664, 1575554, 1660315, 1745968, 1834251, 1921761, 1997532, 2049504, 2070898, 2063814, 2028176, 1967385, 1889334, 1804498, 1716858, 1622883, 1515795, 1395337, 1260612, 1111167, 951663, 793355, 646235, 514876, 399615, 300175, 216181, 148435, 96789, 59593, 34267, 17982, 9705, 5504, 3193, 2084, 1321, 694, 347, 151, 41]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,17,126,1,98017920,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 721, 917, 1158, 1448, 1807, 2192, 2586, 3069, 3657, 4344, 5237, 6502, 8219, 10336, 12817, 15759, 19304, 23524, 28344, 33630, 39299, 45216, 51531, 58944, 67968, 78359, 89553, 101273, 113339, 125264, 136809, 148504, 161126, 175260, 191738, 211507, 234432, 259575, 287115, 318869, 357015, 402895, 456238, 514835, 575592, 636239, 695638, 754161, 812389, 870185, 928038, 987359, 1051388, 1123151, 1203418, 1290691, 1382169, 1473007, 1559740, 1642696, 1721316, 1796802, 1870888, 1949038, 2037811, 2140545, 2258082, 2388506, 2525405, 2659838, 2783167, 2889799, 2980712, 3053905, 3102249, 3120811, 3109527, 3071635, 3009109, 2924271, 2821929, 2700538, 2562779, 2412372, 2245280, 2054453, 1838600, 1607021, 1379071, 1161103, 956547, 772783, 615086, 479569, 368136, 272475, 193065, 132870, 90655, 60586, 38780, 24005, 14707, 9524, 5905, 3367, 1661, 741, 350, 178, 71, 14, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,18,136,5,160392960,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 721, 917, 1158, 1449, 1811, 2199, 2595, 3081, 3669, 4328, 5102, 6078, 7322, 8869, 10793, 13268, 16423, 20244, 24717, 29946, 36167, 43464, 51491, 59655, 67692, 76066, 85587, 96929, 110469, 126017, 142695, 159450, 175696, 191242, 206336, 221923, 239074, 258658, 281392, 307508, 336738, 368830, 404451, 445447, 494283, 553449, 623565, 701908, 784265, 867267, 948992, 1028936, 1107957, 1187661, 1269254, 1354182, 1443656, 1539153, 1641303, 1751260, 1870179, 1996222, 2124402, 2250184, 2369915, 2482505, 2588168, 2689728, 2792900, 2905427, 3034026, 3180329, 3341840, 3513416, 3691254, 3874762, 4060688, 4241027, 4401369, 4527529, 4619256, 4676842, 4699562, 4683316, 4637580, 4572918, 4482529, 4368591, 4233807, 4078982, 3899645, 3695403, 3466025, 3203803, 2910764, 2596334, 2273122, 1953801, 1650540, 1364783, 1105001, 879731, 687351, 527485, 395205, 284011, 194986, 130475, 86617, 55797, 35008, 21497, 13234, 7915, 4340, 2085, 998, 450, 190, 92, 48, 22, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,19,143,2,253955520,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 721, 917, 1158, 1449, 1812, 2203, 2602, 3090, 3681, 4345, 5123, 6072, 7180, 8407, 9807, 11581, 13967, 17053, 20837, 25421, 31001, 37773, 45896, 55202, 64927, 74272, 83219, 92735, 104162, 118270, 134997, 153731, 173582, 193473, 212287, 229373, 245071, 260884, 279030, 301384, 328341, 358943, 392259, 427828, 465356, 504798, 546430, 591650, 643928, 707763, 786248, 879150, 982939, 1092991, 1205791, 1319561, 1434154, 1549994, 1666331, 1782113, 1898142, 2017445, 2143182, 2277830, 2423393, 2580018, 2745263, 2916519, 3091341, 3264452, 3431315, 3589515, 3737441, 3877038, 4015853, 4164924, 4332836, 4524385, 4734532, 4958081, 5195912, 5454252, 5731275, 6012177, 6271995, 6491397, 6666373, 6803780, 6900762, 6954670, 6962830, 6928938, 6867358, 6789332, 6687429, 6553561, 6372203, 6152730, 5905293, 5630567, 5322778, 4980782, 4600945, 4195140, 3760366, 3293742, 2803898, 2333804, 1897915, 1518337, 1198876, 937063, 722592, 541750, 388619, 264492, 171266, 105990, 63163, 37127, 22251, 13427, 8049, 4655, 2418, 1343, 690, 217, 35, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,2,20,42,4,92160,"[1, 3, 6, 12, 22, 40, 68, 104, 147, 194, 252, 333, 438, 566, 721, 917, 1158, 1449, 1812, 2204, 2606, 3097, 3634, 4127, 4661, 5239, 5818, 6327, 6744, 6792, 6431, 5959, 5175, 4280, 3432, 2623, 1956, 1284, 793, 477, 205, 49, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,9,13,18,1296,"[1, 3, 6, 12, 23, 44, 78, 128, 203, 257, 259, 186, 78, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 7]"
8Different,5,3,10,24,8,14400,"[1, 3, 6, 12, 22, 40, 68, 105, 156, 227, 327, 466, 646, 858, 1085, 1343, 1679, 2015, 2011, 1581, 931, 469, 248, 93, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,5,3,11,57,6,1663200,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 301, 413, 553, 730, 959, 1249, 1609, 2035, 2547, 3167, 3890, 4767, 5883, 7296, 9036, 11127, 13523, 16142, 18945, 21948, 25325, 29304, 34116, 39853, 46340, 53534, 61487, 69832, 78269, 86160, 93304, 98845, 102173, 103998, 103800, 100569, 94410, 85481, 73531, 58966, 43269, 27703, 15193, 7015, 2787, 965, 217, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,5,3,12,14,3,768,"[1, 3, 6, 12, 22, 40, 68, 105, 150, 147, 96, 61, 38, 16, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,5,3,13,81,2,8648640,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 486, 611, 778, 1006, 1316, 1652, 2073, 2647, 3328, 4125, 5031, 6005, 7076, 8390, 9951, 11658, 13552, 15742, 18270, 21254, 24859, 29204, 34279, 40117, 46763, 53863, 61383, 69554, 78261, 87464, 97210, 107524, 118555, 130537, 143609, 158146, 174726, 193907, 215657, 239965, 265358, 289320, 310129, 327272, 341941, 355251, 366662, 375374, 379954, 380277, 377998, 370745, 358365, 341820, 320235, 291989, 255821, 212676, 167891, 125041, 85539, 52409, 28558, 14326, 6865, 3182, 1302, 431, 69, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,5,3,14,50,1,352800,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 602, 741, 913, 1152, 1429, 1823, 2404, 3038, 3778, 4697, 5767, 6978, 8248, 9613, 11138, 12717, 14305, 15982, 17865, 19985, 21893, 23336, 24110, 24289, 23784, 22307, 19199, 15435, 11647, 8339, 5801, 3827, 2244, 1085, 406, 116, 17, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,15,41,42,144000,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 601, 733, 881, 1070, 1276, 1592, 2105, 2703, 3446, 4388, 5431, 6596, 7932, 9108, 10095, 10911, 11881, 11637, 11385, 10484, 9272, 7067, 5005, 3123, 1751, 987, 504, 205, 42]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,16,60,6,1128960,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 601, 733, 881, 1065, 1243, 1482, 1862, 2307, 2935, 3838, 4919, 6173, 7641, 9250, 10856, 12500, 14392, 16614, 19190, 22136, 25325, 28740, 32609, 37044, 41730, 46003, 49569, 52700, 55509, 57856, 60239, 62993, 65788, 66529, 63150, 57462, 50307, 41973, 32585, 23304, 15872, 10100, 5504, 2459, 878, 265, 54, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,17,129,3,98017920,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 601, 733, 881, 1066, 1246, 1482, 1837, 2204, 2674, 3347, 4184, 5276, 6737, 8526, 10475, 12439, 14464, 16678, 19118, 21839, 24930, 28461, 32520, 37179, 42531, 48597, 55365, 62556, 69621, 76127, 81684, 86293, 90736, 96609, 105627, 118785, 136701, 159724, 187474, 218947, 252351, 285114, 315078, 341488, 364951, 386855, 409257, 434452, 463993, 498600, 538180, 581722, 627843, 674896, 720648, 763499, 802644, 839034, 875831, 917923, 971753, 1043582, 1136062, 1248057, 1376733, 1515797, 1656671, 1790339, 1908680, 2007439, 2086858, 2150595, 2206377, 2262414, 2322545, 2386139, 2449755, 2510494, 2567562, 2618055, 2662340, 2687398, 2696907, 2703536, 2705468, 2700777, 2685701, 2657536, 2613405, 2547678, 2459844, 2349764, 2219041, 2070175, 1905218, 1721547, 1516912, 1307431, 1100004, 901165, 724027, 567007, 432404, 314854, 217191, 142656, 88208, 51359, 28993, 15826, 8426, 4244, 1766, 602, 151, 27, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,18,30,6,17496,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 601, 733, 881, 1066, 1243, 1426, 1679, 1843, 1854, 1575, 964, 555, 399, 333, 282, 188, 79, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,19,156,3,253955520,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 601, 733, 881, 1066, 1247, 1487, 1848, 2217, 2669, 3265, 3905, 4618, 5492, 6533, 7748, 9290, 11345, 13854, 16673, 19885, 23649, 27936, 32614, 37750, 43520, 49552, 55488, 61681, 68373, 75821, 84382, 93876, 103828, 114011, 124276, 134270, 143902, 153964, 165742, 179984, 196527, 215051, 235487, 257928, 283263, 312791, 347337, 387182, 432340, 482680, 537042, 592677, 646671, 697596, 746569, 795616, 846380, 900417, 957511, 1017552, 1082025, 1151222, 1223426, 1296463, 1369082, 1441681, 1516396, 1595730, 1681451, 1774324, 1875710, 1985942, 2104537, 2231305, 2366315, 2512035, 2673152, 2854899, 3058391, 3278255, 3507122, 3732284, 3941686, 4123640, 4271451, 4391645, 4498457, 4605435, 4721733, 4853174, 4995668, 5140286, 5279606, 5413226, 5539643, 5656040, 5745937, 5805797, 5840886, 5861220, 5882925, 5892601, 5895949, 5888554, 5867144, 5839026, 5787270, 5710345, 5604750, 5465426, 5282083, 5041779, 4747190, 4411587, 4051850, 3676716, 3288050, 2895245, 2511955, 2156011, 1834358, 1540121, 1267656, 1012054, 780729, 578637, 412283, 288466, 199241, 135332, 89541, 57372, 36187, 22575, 13532, 7320, 3433, 1539, 644, 253, 84, 32, 13, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,3,20,88,1,7257600,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 216, 293, 384, 485, 601, 733, 881, 1066, 1247, 1487, 1849, 2221, 2676, 3274, 3917, 4633, 5496, 6463, 7457, 8555, 9980, 11835, 14095, 16873, 20385, 24714, 29685, 35165, 41322, 48098, 55358, 62983, 70306, 77164, 84202, 91982, 100982, 111645, 124102, 137664, 151159, 163650, 174938, 185476, 195330, 204411, 213295, 222635, 232506, 242354, 252163, 262012, 271729, 282660, 294959, 305742, 312539, 310532, 297526, 276088, 248677, 216363, 180426, 144732, 112013, 85499, 64342, 47051, 32939, 21602, 13395, 8066, 4615, 2205, 789, 225, 47, 16, 8, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,4,10,41,20,604800,"[1, 3, 6, 12, 23, 44, 78, 128, 203, 315, 482, 709, 1033, 1477, 2047, 2790, 3737, 4962, 6458, 8306, 10499, 13134, 16323, 20158, 24694, 29822, 35567, 42048, 48407, 53475, 56541, 56251, 51335, 43179, 32980, 21078, 10704, 3977, 1315, 385, 94, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,5,4,11,55,4,1663200,"[1, 3, 6, 12, 22, 40, 68, 105, 156, 227, 329, 469, 670, 931, 1258, 1655, 2140, 2771, 3540, 4450, 5530, 6927, 8610, 10505, 12868, 15682, 18785, 22352, 26512, 31389, 36847, 42743, 49103, 56240, 64601, 74168, 83972, 92875, 100421, 106875, 111704, 113073, 110577, 104201, 92588, 77413, 60840, 44378, 29571, 17437, 9284, 4303, 1522, 379, 68, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,5,4,12,67,9,3991680,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 302, 410, 561, 762, 995, 1293, 1655, 2092, 2603, 3199, 3925, 4894, 6082, 7520, 9148, 11071, 13432, 16198, 19520, 23301, 27293, 31478, 35959, 40880, 46781, 54010, 62379, 71521, 81463, 92517, 104549, 117132, 129937, 142414, 154790, 167710, 179919, 189329, 196393, 202434, 205600, 204873, 202208, 197281, 187839, 172315, 152949, 129328, 101887, 74087, 49166, 29698, 15791, 6897, 2416, 684, 173, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,5,4,13,81,1,8648640,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 302, 409, 552, 728, 919, 1169, 1428, 1792, 2248, 2786, 3430, 4187, 5035, 5954, 6992, 8381, 10083, 12120, 14844, 18072, 21704, 25607, 29327, 32731, 36204, 39924, 44395, 50221, 57541, 66222, 75990, 86639, 98586, 111784, 126150, 141960, 158710, 175802, 192284, 207419, 221720, 236443, 252998, 272615, 294844, 317672, 340499, 361644, 380138, 393440, 397978, 396013, 389805, 378431, 359893, 333879, 303256, 269594, 232836, 192934, 152161, 113140, 78199, 48851, 26717, 12902, 5581, 2082, 769, 276, 70, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,5,4,14,17,1,1792,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 297, 298, 223, 164, 111, 55, 15, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,4,15,108,19,32432400,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 302, 409, 550, 712, 860, 1032, 1193, 1459, 1752, 2070, 2624, 3368, 4314, 5447, 6735, 8155, 9553, 10869, 12458, 14499, 16795, 19119, 21207, 23123, 25229, 28094, 32395, 38375, 45385, 52881, 60762, 69234, 78272, 87815, 97709, 107723, 118140, 129222, 141327, 154197, 167121, 179797, 193025, 208431, 227746, 252018, 281099, 313859, 348348, 382846, 417008, 451362, 485607, 519500, 553110, 586216, 618834, 651573, 684009, 716383, 749861, 785587, 825447, 868887, 914574, 960560, 1005047, 1046093, 1080369, 1103526, 1110505, 1104926, 1092668, 1073845, 1044615, 1007526, 961638, 910726, 852650, 787358, 714349, 632307, 542363, 449817, 357063, 268984, 191898, 130239, 83195, 48576, 26103, 13826, 7518, 3491, 1392, 608, 251, 108, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,4,16,123,1,57657600,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 302, 409, 550, 712, 858, 1017, 1140, 1339, 1546, 1774, 2238, 2898, 3772, 4789, 5953, 7423, 9060, 10818, 12573, 14392, 16582, 18932, 21167, 23075, 24822, 27006, 30097, 34246, 39492, 45744, 52934, 61281, 71063, 82282, 94016, 105499, 116495, 126951, 137341, 148322, 159963, 172151, 185337, 200149, 217023, 235612, 255694, 277979, 303788, 333837, 367777, 405380, 445564, 486588, 527367, 566986, 605827, 644636, 683165, 721933, 762087, 805194, 852198, 901976, 951570, 998776, 1043447, 1089115, 1137822, 1191381, 1250581, 1312937, 1376403, 1443254, 1511995, 1578845, 1638355, 1688535, 1725714, 1747820, 1751663, 1740876, 1717790, 1679663, 1636006, 1590945, 1537326, 1474884, 1402069, 1323776, 1241236, 1153229, 1053761, 935425, 799703, 658128, 524918, 403637, 297882, 208912, 139907, 89589, 55548, 32836, 18807, 10730, 6262, 3357, 1405, 615, 284, 107, 24, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,4,17,135,19,98017920,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 302, 409, 550, 712, 858, 1016, 1131, 1300, 1444, 1584, 1954, 2516, 3299, 4236, 5309, 6689, 8227, 9992, 12004, 14093, 16199, 18477, 21008, 23519, 25994, 28365, 30767, 33537, 37228, 42316, 48443, 54904, 61518, 68792, 77231, 87557, 100426, 115315, 130851, 146139, 160438, 173457, 185345, 197094, 210540, 227317, 248321, 272408, 297275, 321331, 344053, 365150, 385028, 406256, 431850, 462622, 498072, 538126, 583601, 635940, 696754, 766345, 842518, 922105, 1001669, 1077020, 1145572, 1207732, 1266255, 1324027, 1381525, 1437376, 1489074, 1535469, 1579222, 1627526, 1689287, 1772187, 1878908, 2003601, 2133886, 2258561, 2370709, 2465962, 2542130, 2602273, 2647765, 2677038, 2690792, 2690173, 2682045, 2661373, 2624919, 2581839, 2529494, 2463087, 2387870, 2304238, 2204677, 2087555, 1950971, 1795293, 1633877, 1468844, 1300230, 1129885, 965269, 805539, 657965, 526837, 409800, 307016, 220168, 152243, 102158, 64830, 38961, 22484, 11805, 5985, 3103, 1666, 854, 362, 135, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,4,18,148,20,160392960,"[1, 3, 6, 12, 22, 40, 68, 105, 154, 217, 302, 409, 550, 712, 858, 1016, 1131, 1300, 1438, 1549, 1844, 2276, 2882, 3649, 4604, 5919, 7413, 9146, 11272, 13612, 15854, 17962, 20148, 22493, 25076, 28111, 31553, 35117, 38860, 43037, 47840, 53497, 59855, 66557, 73389, 80254, 87069, 94381, 103189, 114633, 129150, 146107, 164976, 185449, 206855, 228455, 250359, 273911, 299827, 327034, 354428, 381059, 406519, 430864, 453226, 472592, 489609, 507454, 529794, 559401, 598393, 648294, 708928, 778403, 855065, 938275, 1027167, 1119572, 1211979, 1300845, 1383608, 1458957, 1527349, 1591299, 1656663, 1729231, 1810212, 1897821, 1990138, 2084028, 2175283, 2261373, 2340915, 2415987, 2493475, 2579508, 2678709, 2793081, 2920798, 3058904, 3202397, 3347976, 3491173, 3627365, 3752689, 3862754, 3954611, 4021497, 4069680, 4099369, 4111203, 4093763, 4046310, 3980344, 3899500, 3794462, 3659964, 3507838, 3351005, 3203065, 3062397, 2911641, 2739808, 2546265, 2332756, 2099780, 1851838, 1595858, 1348742, 1123202, 918202, 735266, 579978, 447698, 335528, 245274, 174506, 119644, 77526, 47450, 27854, 15694, 8077, 4070, 2233, 1247, 540, 187, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
